titulo;tamanho;links;categorias;;;;;;;;;;;
;;;;Brian Leonardo Moura;1340;12;2;;;;;;;
;;;;DSR Um (classe Rycrit);1340;6;1;;;;;;;
;;;;Vehement;1341;18;1;;;;;;;
;;;;Cidade capital de Mahranee;1342;18;2;;;;;;;
;;;;Nave-cisterna de Phindar;1343;9;1;;;;;;;
;;;;Lula;1343;12;3;;;;;;;
;;;;Torment;1345;23;1;;;;;;;
;;;;Allison Shearmur;1345;20;0;;;;;;;
;;;;Inteligência Naval;1346;16;1;;;;;;;
;;;;28 DBY;1347;26;0;;;;;;;
;;;;1550-LEX;1348;8;2;;;;;;;
;;;;LS-005;1348;14;1;;;;;;;
;;;;Lorde;1349;21;2;;;;;;;
;;;;Lucazec;1349;14;3;;;;;;;
;;;;Negro dois;1349;17;1;;;;;;;
;;;;Nova Plympto;1349;11;2;;;;;;;
;;;;Comics Star Wars 12;1350;15;1;;;;;;;
;;;;Aberto;1350;23;1;;;;;;;
;;;;Dominic West;1351;16;1;;;;;;;
;;;;Cidade de Plateau;1351;22;2;;;;;;;
;;;;Abel LaSal;1352;20;2;;;;;;;
;;;;Calcoraan;1353;16;2;;;;;;;
;;;;Jomark;1355;13;2;;;;;;;
;;;;Ord Pardron;1356;9;2;;;;;;;
;;;;Universo Star Wars 5;1357;21;0;;;;;;;
;;;;Trogan;1358;13;2;;;;;;;
;;;;Psicometria;1364;16;1;;;;;;;
;;;;Sistema Fial;1365;17;1;;;;;;;
;;;;Goll;1366;22;3;;;;;;;
;;;;Tey-Zuka;1366;21;2;;;;;;;
;;;;Akiva;1367;21;2;;;;;;;
;;;;Batalha de Phorsa Gedd;1368;18;1;;;;;;;
;;;;Hylemane Lightbringer;1368;14;2;;;;;;;
;;;;Faca laser dupla;1369;15;1;;;;;;;
;;;;Hask Taff;1370;21;4;;;;;;;
;;;;Ephemera;1370;4;0;;;;;;;
;;;;Tempo;1371;22;1;;;;;;;
;;;;Vallt;1371;15;1;;;;;;;
;;;;Keener;1371;12;1;;;;;;;
;;;;Esquadrão Fantasma;1371;13;1;;;;;;;
;;;;Revoltas de Verão de Ryloth;1372;14;1;;;;;;;
;;;;Mantooine;1373;12;2;;;;;;;
;;;;97ª Legião Imperial de Stormtroopers;1374;18;1;;;;;;;
;;;;Sistema Pantora;1374;21;2;;;;;;;
;;;;Batalha pelos Estaleiros de Propulsores de Kuat;1375;28;1;;;;;;;
;;;;21ª Unidade de Infantaria da Rebelião;1375;17;1;;;;;;;
;;;;Deenlark;1376;29;3;;;;;;;
;;;;Batalha de Tatooine (desambiguação);1377;22;1;;;;;;;
;;;;Vendaxa;1377;13;1;;;;;;;
;;;;Jango Fett: Temporada de Caça 3;1378;15;1;;;;;;;
;;;;Batalha de Sedratis;1379;26;1;;;;;;;
;;;;Rastreador Pesado;1379;7;0;;;;;;;
;;;;Anomídeo;1379;9;1;;;;;;;
;;;;Fazenda de umidade do Kuiil;1379;13;1;;;;;;;
;;;;Star Wars: Jedi Arena;1380;12;2;;;;;;;
;;;;Star Wars: The Complete Visual Dictionary;1381;13;1;;;;;;;
;;;;Arhul Hextrophon;1381;8;1;;;;;;;
;;;;Pitt Onoran;1381;11;1;;;;;;;
;;;;O Incrível Hulk 25;1382;17;2;;;;;;;
;;;;Ewan McGregor;1383;18;1;;;;;;;
;;;;29 ABY;1383;26;1;;;;;;;
;;;;Universo Star Wars 4;1383;22;0;;;;;;;
;;;;Alfren Cheno;1384;20;3;;;;;;;
;;;;Batalha de Malastare;1386;13;1;;;;;;;
;;;;Bandwin Cor;1386;11;1;;;;;;;
;;;;Saff Melor;1387;25;4;;;;;;;
;;;;Antar 4;1388;19;1;;;;;;;
;;;;Mustafariano do Norte;1388;19;3;;;;;;;
;;;;Classe Rycrit;1388;6;1;;;;;;;
;;;;Needle;1388;16;2;;;;;;;
;;;;CT-5555;1389;25;3;;;;;;;
;;;;Tey How;1389;22;4;;;;;;;
;;;;Fragata classe Lancer;1391;7;3;;;;;;;
;;;;TK-626;1392;18;3;;;;;;;
;;;;Zeehay Versio;1393;14;5;;;;;;;
;;;;Droide trabalhador SE-2;1393;16;2;;;;;;;
;;;;Bombardeio de Durkteel;1394;16;0;;;;;;;
;;;;Halcyon;1396;12;1;;;;;;;
;;;;Beezer Fortuna;1396;12;1;;;;;;;
;;;;Jango Fett: Temporada de Caça 2;1397;17;1;;;;;;;
;;;;Abafar;1397;15;2;;;;;;;
;;;;Nabat;1399;13;1;;;;;;;
;;;;Confissão Arrependida;1400;10;2;;;;;;;
;;;;Governador Aqualish não identificado;1400;21;4;;;;;;;
;;;;Maior Lua de Ryloth;1402;15;2;;;;;;;
;;;;Gilas;1403;19;3;;;;;;;
;;;;Grupo de Resistência de Atrivis;1403;11;2;;;;;;;
;;;;Oon-ai;1405;24;3;;;;;;;
;;;;Candovant;1405;18;1;;;;;;;
;;;;SP-113;1406;23;4;;;;;;;
;;;;Star Wars: Rogue Squadron III: Rebel Strike;1407;13;2;;;;;;;
;;;;Guerras Clônicas: 2ª Temporada;1407;24;1;;;;;;;
;;;;Tormenta;1407;20;2;;;;;;;
;;;;Batalha de Kontahr;1407;16;1;;;;;;;
;;;;Projetor de Poço de Gravidade;1407;9;0;;;;;;;
;;;;Benicio Del Toro;1409;7;1;;;;;;;
;;;;Div;1409;18;3;;;;;;;
;;;;Imdaar;1410;11;0;;;;;;;
;;;;30 de Abril;1410;31;0;;;;;;;
;;;;Nothoiin;1411;14;2;;;;;;;
;;;;Guerras Clônicas: 1ª Temporada;1412;24;1;;;;;;;
;;;;Feral;1412;23;3;;;;;;;
;;;;Pillio;1412;18;1;;;;;;;
;;;;Star Wars 5 (Ediouro);1416;18;1;;;;;;;
;;;;Kallerano;1416;22;2;;;;;;;
;;;;Catalyst;1417;13;1;;;;;;;
;;;;Kav Bayons;1417;29;3;;;;;;;
;;;;Jak;1418;29;3;;;;;;;
;;;;Batalha de Quell;1419;19;2;;;;;;;
;;;;Chefe de Suprimentos;1419;17;1;;;;;;;
;;;;Pok;1420;20;3;;;;;;;
;;;;Sol Negro;1420;24;1;;;;;;;
;;;;Conan Antonio Motti;1420;16;2;;;;;;;
;;;;Promessa;1420;10;2;;;;;;;
;;;;Interceptador classe Can-cell;1421;6;1;;;;;;;
;;;;Xira;1422;25;3;;;;;;;
;;;;Droide de treinamento Jedi;1422;20;2;;;;;;;
;;;;Hahnee Brethen;1422;20;4;;;;;;;
;;;;Ardo Banch;1422;18;2;;;;;;;
;;;;Deltic;1423;21;3;;;;;;;
;;;;Sergio Aragonés Esmaga Star Wars;1424;20;4;;;;;;;
;;;;Palfa;1424;18;3;;;;;;;
;;;;Carrie Fisher;1425;23;5;;;;;;;
;;;;Z-95 Headhunter;1426;9;1;;;;;;;
;;;;Defesa da Soberania de Ryloth;1428;15;1;;;;;;;
;;;;Star Wars: Doctor Aphra;1429;12;1;;;;;;;
;;;;Silvanie Phest;1429;16;0;;;;;;;
;;;;Charth Brethen;1429;19;4;;;;;;;
;;;;Truant (Iate);1430;9;1;;;;;;;
;;;;Star Wars: Darth Maul—Filho de Dathomir;1431;22;1;;;;;;;
;;;;Generis;1431;11;2;;;;;;;
;;;;Star Wars: X-Wing Rogue Squadron 24: A Serviço do Império_ Parte 4;1434;19;1;;;;;;;
;;;;Airen Cracken;1436;22;0;;;;;;;
;;;;Ralltiir;1437;11;2;;;;;;;
;;;;Mon Calamari;1438;25;2;;;;;;;
;;;;Batalha de Mon Calamari;1439;17;1;;;;;;;
;;;;Rafael Ferrer;1440;13;1;;;;;;;
;;;;Corredor Contrabandista;1440;11;1;;;;;;;
;;;;Publicações Europa-América;1441;17;1;;;;;;;
;;;;Christophsis;1441;33;3;;;;;;;
;;;;Harpa Dourada;1443;22;1;;;;;;;
;;;;Ando Prime;1443;10;1;;;;;;;
;;;;Governo de Mahranee não identificado;1444;14;1;;;;;;;
;;;;2 de Abril;1444;28;0;;;;;;;
;;;;Mas Amedda;1445;24;3;;;;;;;
;;;;Leviatã;1447;22;0;;;;;;;
;;;;Star Wars: Darth Maul (Marvel);1447;15;1;;;;;;;
;;;;Tikiar;1447;8;1;;;;;;;
;;;;Academia Imperial de Arkanis;1447;19;1;;;;;;;
;;;;2004;1448;23;1;;;;;;;
;;;;Veronica Ngo;1448;13;1;;;;;;;
;;;;Sevarcos;1450;12;1;;;;;;;
;;;;"Obi-Wan &amp; Anakin_ Parte II";1454;25;1;;;;;;;
;;;;Has Obitt;1454;29;3;;;;;;;
;;;;Tabor Seitaron;1454;27;3;;;;;;;
;;;;Ithor;1455;16;1;;;;;;;
;;;;Rys;1455;22;2;;;;;;;
;;;;Huulik;1455;31;4;;;;;;;
;;;;Mon Cala;1456;22;1;;;;;;;
;;;;Sistema Redhurne;1456;12;1;;;;;;;
;;;;3 de Maio;1457;30;1;;;;;;;
;;;;Ahsoka (romance);1457;15;1;;;;;;;
;;;;Gorr;1458;20;3;;;;;;;
;;;;Yago;1459;16;0;;;;;;;
;;;;Yavin;1461;32;0;;;;;;;
;;;;Jjek;1461;22;2;;;;;;;
;;;;23 de Janeiro;1462;28;1;;;;;;;
;;;;Ransolm Casterfo;1462;19;3;;;;;;;
;;;;Star Wars: União 1;1463;22;1;;;;;;;
;;;;Yaga Menor;1465;12;1;;;;;;;
;;;;Ziton Moj;1466;23;4;;;;;;;
;;;;Companhia Pílula Amarga;1467;17;1;;;;;;;
;;;;Krev;1467;21;3;;;;;;;
;;;;Levante L'ullo;1469;25;1;;;;;;;
;;;;Lutrillian;1470;7;1;;;;;;;
;;;;Star Wars: The Clone Wars: Lightsaber Duels;1471;21;2;;;;;;;
;;;;Mighty Oak Apocalypse;1471;10;0;;;;;;;
;;;;Iggs;1471;23;3;;;;;;;
;;;;11 de Janeiro;1472;21;2;;;;;;;
;;;;LEGO;1472;20;2;;;;;;;
;;;;Resistência (classe Imperial);1472;9;1;;;;;;;
;;;;68ª Unidade de Infantaria da Rebelião;1473;18;1;;;;;;;
;;;;Complexo Industrial Corelliano;1473;17;0;;;;;;;
;;;;Star Wars: X-Wing Rogue Squadron 23: A Serviço do Império_ Parte 3;1474;20;1;;;;;;;
;;;;Rifle blaster F-11D;1474;15;3;;;;;;;
;;;;The Rise of the Empire;1475;21;1;;;;;;;
;;;;Vilarejo de Drua;1477;17;1;;;;;;;
;;;;Nimbanel;1479;9;1;;;;;;;
;;;;Mar Tuuk;1480;23;3;;;;;;;
;;;;Sistema Dathomir;1481;14;2;;;;;;;
;;;;Boz Pity;1482;21;1;;;;;;;
;;;;Sistema Jóia Brilhante;1482;15;2;;;;;;;
;;;;Star Wars: Darth Maul_ Sith Apprentice;1484;16;1;;;;;;;
;;;;Smoothride Mark VI;1484;8;1;;;;;;;
;;;;Anj Zavor;1485;11;1;;;;;;;
;;;;Ewoks: Primeira Temporada;1489;45;1;;;;;;;
;;;;Star Wars: Han Solo;1490;17;2;;;;;;;
;;;;Luitt;1490;19;2;;;;;;;
;;;;Fest;1490;11;2;;;;;;;
;;;;Star Wars: Empire at War: Forces of Corruption;1492;13;3;;;;;;;
;;;;Galeria de imagens de Jaina Solo;1492;16;1;;;;;;;
;;;;Clube Kasakar;1492;22;2;;;;;;;
;;;;Setor Corva;1492;19;1;;;;;;;
;;;;Dhara Leonis;1493;23;4;;;;;;;
;;;;Pok (Twi'lek);1493;27;3;;;;;;;
;;;;Cruzador Estelar classe Interventor;1493;4;1;;;;;;;
;;;;Paonu;1495;21;3;;;;;;;
;;;;Streaks;1495;23;3;;;;;;;
;;;;Galeria de imagens de Bastila Shan;1497;15;1;;;;;;;
;;;;Conselho;1497;21;1;;;;;;;
;;;;Lo-Taren;1497;20;3;;;;;;;
;;;;Sistema Kamino;1497;13;2;;;;;;;
;;;;Gord Grallik;1498;20;2;;;;;;;
;;;;Cerea;1498;12;1;;;;;;;
;;;;Grao General;1498;18;0;;;;;;;
;;;;Coco-Town;1501;15;0;;;;;;;
;;;;Bertrand Brasil;1503;12;1;;;;;;;
;;;;Mortis;1505;20;2;;;;;;;
;;;;Nils Tenant;1505;18;4;;;;;;;
;;;;TK-32028;1505;20;3;;;;;;;
;;;;Star Wars: X-Wing Rogue Squadron 22: A Serviço do Império_ Parte 2;1507;21;1;;;;;;;
;;;;Aargonar;1509;21;3;;;;;;;
;;;;Gamorr;1509;20;1;;;;;;;
;;;;Star Wars: General Grievous 2;1513;22;1;;;;;;;
;;;;Mirsil;1513;16;3;;;;;;;
;;;;Concordância Galáctica;1516;13;2;;;;;;;
;;;;Star Wars: Guerras Clônicas: Volume Dois;1518;23;1;;;;;;;
;;;;Teedo;1519;16;1;;;;;;;
;;;;Assalto em Ord Biniir;1519;14;1;;;;;;;
;;;;Torre abandonada de Coruscant;1520;15;1;;;;;;;
;;;;The Essential Guide to Weapons and Technology;1522;17;1;;;;;;;
;;;;Erstin Deez;1522;18;3;;;;;;;
;;;;Jude Edivon;1525;25;4;;;;;;;
;;;;Colandrus;1526;21;3;;;;;;;
;;;;Canhão repetidor pesado;1527;23;2;;;;;;;
;;;;Setor Sullust;1527;18;1;;;;;;;
;;;;Cauley;1528;23;3;;;;;;;
;;;;Star Wars: Battle for Naboo;1529;15;2;;;;;;;
;;;;Batalha de Ryloth;1529;25;2;;;;;;;
;;;;Universo Star Wars 2;1529;28;0;;;;;;;
;;;;Paciência;1531;13;2;;;;;;;
;;;;Naalol;1532;15;3;;;;;;;
;;;;Murkhana;1533;15;3;;;;;;;
;;;;Darth Maul: Saboteur;1534;20;3;;;;;;;
;;;;Sugi;1535;22;3;;;;;;;
;;;;Espécie;1538;22;1;;;;;;;
;;;;TK-40121;1538;24;3;;;;;;;
;;;;Kinro 9747;1540;8;1;;;;;;;
;;;;Del Meeko;1541;32;9;;;;;;;
;;;;Arrow-23;1542;10;1;;;;;;;
;;;;A Roda;1542;12;1;;;;;;;
;;;;Star Wars: Darth Maul_ Parte III;1542;15;0;;;;;;;
;;;;Star Wars: General Grievous 3;1546;22;1;;;;;;;
;;;;Furacrânio fexiano;1546;19;2;;;;;;;
;;;;R-3PO;1546;14;2;;;;;;;
;;;;Merrin;1546;22;3;;;;;;;
;;;;Nils Tothwin;1548;30;4;;;;;;;
;;;;Heff Tobber;1548;15;2;;;;;;;
;;;;Orb-Wing;1548;7;1;;;;;;;
;;;;Ovanis;1549;18;1;;;;;;;
;;;;Star Wars: Revenge of the Sith: The Visual Dictionary;1550;12;1;;;;;;;
;;;;Gadren;1551;26;4;;;;;;;
;;;;Viscus;1551;28;3;;;;;;;
;;;;Guilda de Caçadores de Recompensas;1555;19;1;;;;;;;
;;;;Sistema Stygeon;1556;15;2;;;;;;;
;;;;Maediyu;1557;24;2;;;;;;;
;;;;Lançadeira classe Theta;1558;7;2;;;;;;;
;;;;Iridonia;1558;10;0;;;;;;;
;;;;Exército Dróide;1560;20;0;;;;;;;
;;;;Kallidahino;1562;13;1;;;;;;;
;;;;Raxulon;1563;22;2;;;;;;;
;;;;Pol Andrissus;1566;25;3;;;;;;;
;;;;Nazhros Oleg;1567;15;2;;;;;;;
;;;;Crest;1568;32;3;;;;;;;
;;;;PlayStation Portátil;1569;14;1;;;;;;;
;;;;Star Wars (Panini 2019);1571;16;2;;;;;;;
;;;;Dave Filoni;1574;15;7;;;;;;;
;;;;Babu Frik;1575;20;3;;;;;;;
;;;;Sistema Kessel;1576;17;0;;;;;;;
;;;;Solspiro (Fragata);1576;10;1;;;;;;;
;;;;The New Essential Guide to Alien Species;1577;16;1;;;;;;;
;;;;Sistema Sullust;1577;20;2;;;;;;;
;;;;Setor Gaulus;1578;12;0;;;;;;;
;;;;Pippip 3;1578;11;1;;;;;;;
;;;;Greybok;1579;24;4;;;;;;;
;;;;Camie Marstrap;1579;21;2;;;;;;;
;;;;Setor Mytaranor;1582;22;1;;;;;;;
;;;;Jylia Shale;1583;27;3;;;;;;;
;;;;CC-4477;1583;22;1;;;;;;;
;;;;Star Wars: Return of the Jedi: Death Star Battle;1585;14;1;;;;;;;
;;;;Lucid Voice;1585;11;1;;;;;;;
;;;;Sistema Crait;1585;18;1;;;;;;;
;;;;Espaçoporto de Garel;1586;18;2;;;;;;;
;;;;Galeria de imagens de Darth Malak;1588;17;1;;;;;;;
;;;;Moonglow-72 (cargueiro);1588;13;1;;;;;;;
;;;;Princesa Leia_ Parte V;1589;25;1;;;;;;;
;;;;Star Wars: The Empire Strikes Back (video game);1590;15;1;;;;;;;
;;;;Frell;1591;20;3;;;;;;;
;;;;Borgin Kaa;1592;20;4;;;;;;;
;;;;Caroline de Souza Correa;1593;12;1;;;;;;;
;;;;Raydônia;1593;9;0;;;;;;;
;;;;Setor Kessel;1593;17;0;;;;;;;
;;;;Scipio;1594;10;1;;;;;;;
;;;;Núcleo Profundo;1596;23;1;;;;;;;
;;;;Universo Star Wars 3;1596;30;0;;;;;;;
;;;;Shatterpoint (livro);1597;24;1;;;;;;;
;;;;Calendário de Lothal;1597;26;1;;;;;;;
;;;;Yupe Tashu;1597;24;3;;;;;;;
;;;;C2-B5;1598;20;1;;;;;;;
;;;;Escritório de Promoção Imperial_ Verdade Galáctica e Correção de Fatos;1598;10;1;;;;;;;
;;;;Sam Witwer;1599;18;4;;;;;;;
;;;;Darth Maul_ Parte I;1605;24;1;;;;;;;
;;;;Brigada dos Fedelhos;1605;20;2;;;;;;;
;;;;Ataque à Base do Orgulho de Son Tuur;1608;16;0;;;;;;;
;;;;CT-1157;1609;30;1;;;;;;;
;;;;Jedi Carioca: A Trajetória do CJRJ;1610;14;2;;;;;;;
;;;;Covil da Rainha Karina;1610;15;1;;;;;;;
;;;;Sullust;1611;24;1;;;;;;;
;;;;Rastreador de hiperespaço;1613;19;1;;;;;;;
;;;;Thisspiasiano;1613;21;2;;;;;;;
;;;;Taidu Sefla;1614;31;4;;;;;;;
;;;;Movimento Independente por Autonomia;1614;18;1;;;;;;;
;;;;Sistema Christoph;1614;14;2;;;;;;;
;;;;Mahranee;1615;21;1;;;;;;;
;;;;Sword of the Jedi (trilogia);1617;13;1;;;;;;;
;;;;Executor droide classe Persuasor NR-N99;1617;24;3;;;;;;;
;;;;Lerr Duvat;1618;28;3;;;;;;;
;;;;Parsec Predator;1618;15;2;;;;;;;
;;;;Isval;1619;25;5;;;;;;;
;;;;Brendol Hux;1619;27;4;;;;;;;
;;;;Aggadeen;1620;25;4;;;;;;;
;;;;Nashi;1620;25;2;;;;;;;
;;;;Iniciativa Tarkin;1622;29;1;;;;;;;
;;;;224;1623;19;2;;;;;;;
;;;;Mark Haigh-Hutchinson;1625;17;1;;;;;;;
;;;;Bardotta;1626;8;1;;;;;;;
;;;;Jaresh;1627;19;1;;;;;;;
;;;;Rook Kast;1627;27;4;;;;;;;
;;;;Star Wars: Ewoks;1630;26;1;;;;;;;
;;;;Conselho Jedi São Paulo;1631;10;2;;;;;;;
;;;;Domus Renking;1632;24;3;;;;;;;
;;;;Sutha;1633;19;2;;;;;;;
;;;;Star Wars: Cavaleiros da Antiga República (quadrinhos);1640;20;1;;;;;;;
;;;;Metro;1640;17;1;;;;;;;
;;;;Armand Isard;1640;20;4;;;;;;;
;;;;Cassio Tagge;1641;29;5;;;;;;;
;;;;13 ABY;1642;18;0;;;;;;;
;;;;Ken Kelly;1643;23;1;;;;;;;
;;;;Salliche;1643;14;2;;;;;;;
;;;;Cassel;1645;30;4;;;;;;;
;;;;Fremond;1647;14;2;;;;;;;
;;;;Anoat;1650;19;2;;;;;;;
;;;;Devastador;1652;18;2;;;;;;;
;;;;Besalisk;1654;21;3;;;;;;;
;;;;18 ABY;1654;23;1;;;;;;;
;;;;Cardota;1654;18;2;;;;;;;
;;;;Editora JBC;1655;24;1;;;;;;;
;;;;Carida;1655;18;3;;;;;;;
;;;;Grist;1655;20;3;;;;;;;
;;;;Arauto;1657;22;2;;;;;;;
;;;;Twon Ketee;1658;12;0;;;;;;;
;;;;Firmus Nantz;1659;19;3;;;;;;;
;;;;Edrio;1659;15;1;;;;;;;
;;;;Mellcrawler;1663;27;1;;;;;;;
;;;;Primeira Batalha de Geonosis;1664;11;2;;;;;;;
;;;;Count Dooku (artigo);1665;28;1;;;;;;;
;;;;Ghorman;1665;9;0;;;;;;;
;;;;Star Wars Jedi Knight: Jedi Academy;1668;13;1;;;;;;;
;;;;Sumdin;1669;26;4;;;;;;;
;;;;Khaat Qiyn;1670;19;3;;;;;;;
;;;;Kardoa;1671;21;2;;;;;;;
;;;;Anora Fair;1673;23;3;;;;;;;
;;;;Nien Nunb;1673;26;4;;;;;;;
;;;;Jake Lloyd;1676;14;2;;;;;;;
;;;;Base Sentinela;1677;19;1;;;;;;;
;;;;Guerra Aberto-Fechado;1677;35;1;;;;;;;
;;;;Brentin Lore Wexley;1678;25;4;;;;;;;
;;;;Sistema Kashyyyk;1681;24;2;;;;;;;
;;;;Star Wars: Obsessão 2;1682;29;1;;;;;;;
;;;;Capturador;1683;15;2;;;;;;;
;;;;Drew Karpyshyn;1686;13;3;;;;;;;
;;;;Setor Abrion;1686;25;1;;;;;;;
;;;;Cynda;1687;17;2;;;;;;;
;;;;Tanque repulsor classe imperial 1-H;1687;9;1;;;;;;;
;;;;Sabotagem em Kulioquo;1688;21;1;;;;;;;
;;;;Janeiro;1690;50;1;;;;;;;
;;;;Star Wars 1 (Panini);1693;23;0;;;;;;;
;;;;Star Wars: Darth Maul—Death Sentence 2;1694;19;1;;;;;;;
;;;;Droide astromecânico série R2;1694;22;3;;;;;;;
;;;;Krix;1695;22;4;;;;;;;
;;;;Mosh Barris;1696;23;3;;;;;;;
;;;;Princesa Leia_ Parte II;1697;30;1;;;;;;;
;;;;Invencível (classe Providência);1697;11;2;;;;;;;
;;;;Star Wars: X-Wing Rogue Squadron 21: A Serviço do Império_ Parte 1;1700;22;1;;;;;;;
;;;;Batalha de Xagobah;1700;23;1;;;;;;;
;;;;Transporte de Multi Tropas;1700;19;3;;;;;;;
;;;;Galeria de imagens de Dash Rendar;1701;17;1;;;;;;;
;;;;Tikkes;1701;25;3;;;;;;;
;;;;Dee Bradley Baker;1704;18;1;;;;;;;
;;;;Cidade de Murkhana;1704;22;2;;;;;;;
;;;;Eclipse;1705;29;0;;;;;;;
;;;;Carlist Rieekan;1705;33;4;;;;;;;
;;;;Fang Zar;1705;13;1;;;;;;;
;;;;The Life and Legend of Obi-Wan Kenobi;1706;19;1;;;;;;;
;;;;Jesús Saiz;1706;24;3;;;;;;;
;;;;Chandrila;1707;24;2;;;;;;;
;;;;B-U4D;1707;20;2;;;;;;;
;;;;Empresa de Resulsores Aratech;1708;13;1;;;;;;;
;;;;Emarr Ottkreg;1710;23;3;;;;;;;
;;;;Karkarodon;1712;25;3;;;;;;;
;;;;Batalha de Naator;1713;23;1;;;;;;;
;;;;Gev Hessan;1714;24;3;;;;;;;
;;;;8 de Fevereiro;1715;36;1;;;;;;;
;;;;Captura de Luke em Nar Shaddaa;1715;20;0;;;;;;;
;;;;Droide tri-caça;1716;19;3;;;;;;;
;;;;Veículo de Ataque Ultraleve;1718;10;1;;;;;;;
;;;;Executrix;1720;13;2;;;;;;;
;;;;Guerra nas Estrelas (Bloch);1722;22;2;;;;;;;
;;;;Princesa Leia_ Parte III;1722;33;1;;;;;;;
;;;;Voraz;1722;13;2;;;;;;;
;;;;Galeria de imagens de Ralph McQuarrie;1723;2;1;;;;;;;
;;;;Batalha de Naalol;1723;21;0;;;;;;;
;;;;Ataque a Najan-Rovi;1724;22;1;;;;;;;
;;;;Greedo;1725;31;3;;;;;;;
;;;;O Adormecido;1727;20;3;;;;;;;
;;;;Bombardeio nos Estaleiros Kuat;1727;16;1;;;;;;;
;;;;Laura Dern;1730;7;1;;;;;;;
;;;;Yuzzum;1731;24;2;;;;;;;
;;;;Passel Argente;1732;35;5;;;;;;;
;;;;Lylek;1732;22;4;;;;;;;
;;;;Vergesso;1733;14;2;;;;;;;
;;;;Corveta CR70;1735;9;1;;;;;;;
;;;;Burnin Konn;1736;20;2;;;;;;;
;;;;Alec Guinness;1740;12;1;;;;;;;
;;;;Caça estelar;1740;21;1;;;;;;;
;;;;Jango Fett: Temporada de Caça 1;1741;20;1;;;;;;;
;;;;Orla Média;1743;25;1;;;;;;;
;;;;Shantipole;1745;9;1;;;;;;;
;;;;Joia do Deserto;1746;18;2;;;;;;;
;;;;Lessu;1747;16;1;;;;;;;
;;;;Natalie Portman;1749;16;3;;;;;;;
;;;;Oddy Muva;1752;27;4;;;;;;;
;;;;Lal Grallik;1755;21;3;;;;;;;
;;;;Shara Bey;1756;34;3;;;;;;;
;;;;Adea Rite;1756;26;2;;;;;;;
;;;;Bombardeio na base de suprimentos imperial em Imdaar;1756;15;1;;;;;;;
;;;;Gobi Glie;1757;22;4;;;;;;;
;;;;Farsin Kappehl;1760;28;5;;;;;;;
;;;;Jimmy Smits;1761;14;1;;;;;;;
;;;;Editora Planeta;1762;33;1;;;;;;;
;;;;Princesa Leia_ Parte IV;1764;34;1;;;;;;;
;;;;3 ABY;1764;9;1;;;;;;;
;;;;Quarrie;1765;15;2;;;;;;;
;;;;Antigo batalhão de Depa Billaba;1767;34;1;;;;;;;
;;;;"Obi-Wan &amp; Anakin_ Parte I";1768;26;1;;;;;;;
;;;;1 de Abril;1769;32;0;;;;;;;
;;;;Marg Krim;1774;26;3;;;;;;;
;;;;Sosha Soruna;1775;32;2;;;;;;;
;;;;Abednedo (planeta);1775;26;3;;;;;;;
;;;;Kronn;1775;21;3;;;;;;;
;;;;Kidi Aleri;1776;22;3;;;;;;;
;;;;Goss Toowers;1777;17;3;;;;;;;
;;;;Estação Galidraan;1781;12;2;;;;;;;
;;;;Mustafariano;1781;24;3;;;;;;;
;;;;Batalha de planeta não identificado (Tholme e Ventress);1781;26;1;;;;;;;
;;;;Basteel;1785;19;1;;;;;;;
;;;;Batalha de Nouane;1785;21;1;;;;;;;
;;;;Guarnição Imperial (Lothal);1785;10;0;;;;;;;
;;;;Weeteef Cyu-Bee;1786;14;1;;;;;;;
;;;;Quarta Divisão da Aliança;1823;23;1;;;;;;;
;;;;Missão a Fex;1793;30;1;;;;;;;
;;;;Visual Dictionary;1794;42;1;;;;;;;
;;;;Porta-naves de escolta imperial;1794;13;2;;;;;;;
;;;;Hove;1801;21;0;;;;;;;
;;;;Peste;1801;29;4;;;;;;;
;;;;Liam Neeson;1804;25;3;;;;;;;
;;;;Magia;1804;13;1;;;;;;;
;;;;Ceifador TIE;1804;9;0;;;;;;;
;;;;Galeria de imagens de Darth Revan;1805;18;1;;;;;;;
;;;;O Último Comando;1806;20;1;;;;;;;
;;;;BB-4;1806;17;2;;;;;;;
;;;;Machado laser;1808;11;2;;;;;;;
;;;;Capataz;1808;21;0;;;;;;;
;;;;Star Wars 9 (Ediouro);1810;21;1;;;;;;;
;;;;Arkanis;1810;22;2;;;;;;;
;;;;Star Wars Figuras de Chumbo;1811;34;2;;;;;;;
;;;;Isis;1811;12;0;;;;;;;
;;;;Xbox;1812;22;1;;;;;;;
;;;;Nantoon;1816;19;1;;;;;;;
;;;;11 ABY;1817;35;1;;;;;;;
;;;;Star Wars: General Grievous 1;1820;25;1;;;;;;;
;;;;Departamento de Segurança da Primeira Ordem;1821;23;0;;;;;;;
;;;;Orn Free Taa;1823;25;3;;;;;;;
;;;;Myrra;1823;41;2;;;;;;;
;;;;Fragata CC-7700;1826;13;2;;;;;;;
;;;;Cargueiro MK-4;1826;12;2;;;;;;;
;;;;1977;1827;26;1;;;;;;;
;;;;Norra Wexley;1834;33;5;;;;;;;
;;;;Setor Calamari;1834;19;1;;;;;;;
;;;;Templo Kyber;1834;25;0;;;;;;;
;;;;Cynda Dreaming;1835;16;1;;;;;;;
;;;;Base de pesquisa de Cylo;1835;23;3;;;;;;;
